2025-11-15 20:31:10.733825,30.0,63.3
2025-11-15 20:31:12.736520,29.5,85.5
2025-11-15 20:31:14.739218,29.5,63.9
2025-11-15 20:31:16.741736,29.5,64.2
2025-11-15 20:31:18.744346,29.5,63.5
2025-11-15 20:31:20.747079,29.5,85.1
2025-11-15 20:31:22.749700,29.5,62.2
2025-11-15 20:31:24.752223,29.5,62.1
2025-11-15 20:31:26.755159,29.5,63.4
2025-11-15 20:31:28.757604,30.0,76.2
2025-11-15 20:31:30.760222,29.5,85.7
2025-11-15 20:31:32.762747,29.5,74.5
2025-11-15 20:31:34.765409,29.5,84.5
2025-11-15 20:31:36.768103,29.5,85.6
2025-11-15 20:31:38.771083,29.5,77.4
2025-11-15 20:31:40.773545,29.5,75.4
2025-11-15 20:31:42.776118,29.5,74.6
2025-11-15 20:31:44.778779,29.5,62.5
2025-11-15 20:31:46.781286,29.5,85.9
2025-11-15 20:31:48.783928,29.5,63.5
2025-11-15 20:31:50.786615,29.5,84.6
2025-11-15 20:31:52.789439,29.5,62.3
2025-11-15 20:31:54.795189,29.5,63.7
2025-11-15 20:31:56.798450,29.5,86.2
2025-11-15 20:31:58.802697,29.5,84.8
2025-11-15 20:32:00.804550,29.5,74.4
2025-11-15 20:32:02.802605,29.5,85.6
2025-11-15 20:32:04.805422,29.5,76.0
2025-11-15 20:32:06.808027,29.5,63.1
2025-11-15 20:32:08.810785,29.5,85.0
2025-11-15 20:32:10.813591,29.5,62.1
2025-11-15 20:32:12.816077,29.5,75.2
2025-11-15 20:32:14.818944,29.5,75.9
2025-11-15 20:32:16.821398,29.5,86.0
2025-11-15 20:32:18.824147,29.5,85.9
2025-11-15 20:32:20.826603,29.5,84.7
2025-11-15 20:32:22.829232,29.5,74.3
2025-11-15 20:32:24.831961,29.5,62.0
2025-11-15 20:32:26.834646,29.5,84.8
2025-11-15 20:32:28.837430,29.5,63.0
2025-11-15 20:32:30.839886,29.5,86.0
2025-11-15 20:32:32.842590,29.5,64.1
2025-11-15 20:32:34.845418,29.5,86.3
2025-11-15 20:32:36.847881,29.5,86.1
2025-11-15 20:32:38.850750,29.5,75.5
2025-11-15 20:32:40.853347,29.5,75.1
2025-11-15 20:32:42.856543,29.5,74.6
2025-11-15 20:32:44.859007,29.5,84.6
2025-11-15 20:32:46.861573,29.5,62.2
2025-11-15 20:32:48.864328,30.0,62.7
2025-11-15 20:32:50.866965,29.5,84.4
2025-11-15 20:32:52.869658,29.5,84.6
2025-11-15 20:32:54.872339,30.0,84.7
2025-11-15 20:32:56.874977,29.5,74.6
2025-11-15 20:32:58.877653,29.5,85.0
2025-11-15 20:33:00.880384,29.5,74.9
2025-11-15 20:33:02.883045,29.5,75.0
2025-11-15 20:33:04.885922,30.0,75.2
2025-11-15 20:33:06.888524,29.5,75.2
2025-11-15 20:33:08.891220,29.5,86.2
2025-11-15 20:33:10.893911,29.5,76.1
2025-11-15 20:33:12.896592,29.5,76.0
2025-11-15 20:33:14.899218,29.5,62.8
2025-11-15 20:33:16.901985,29.5,62.2
2025-11-15 20:33:18.904894,29.5,74.4
2025-11-15 20:33:20.907378,29.5,75.6
2025-11-15 20:33:22.910095,29.5,86.3
2025-11-15 20:33:24.912907,29.5,75.5
2025-11-15 20:33:26.915529,29.5,84.7
2025-11-15 20:33:28.918285,29.5,74.5
2025-11-15 20:33:30.920940,29.5,85.3
2025-11-15 20:33:32.923685,29.5,86.1
2025-11-15 20:33:34.926459,29.5,86.4
2025-11-15 20:33:36.929280,29.5,75.9
2025-11-15 20:33:38.931928,29.5,85.8
2025-11-15 20:33:40.934458,29.5,85.5
2025-11-15 20:33:42.937127,30.0,62.7
2025-11-15 20:33:44.939930,29.5,62.4
2025-11-15 20:33:46.942754,30.0,84.8
2025-11-15 20:33:48.945564,29.5,62.4
2025-11-15 20:33:50.948103,29.5,84.6
2025-11-15 20:33:52.950943,29.5,84.7
2025-11-15 20:33:54.953505,29.5,84.7
2025-11-15 20:33:56.956311,30.0,74.5
2025-11-15 20:33:58.959067,29.5,84.9
2025-11-15 20:34:00.961697,30.0,84.5
2025-11-15 20:34:02.964644,29.5,84.9
2025-11-15 20:34:04.966999,30.0,62.3
2025-11-15 20:34:06.970367,29.5,84.4
2025-11-15 20:34:08.977963,29.5,74.2
2025-11-15 20:34:10.981576,30.0,84.6
2025-11-15 20:34:12.983935,30.0,62.4
2025-11-15 20:34:14.980503,30.0,62.9
2025-11-15 20:34:16.983144,29.5,63.5
2025-11-15 20:34:18.985900,29.5,86.2
2025-11-15 20:34:20.988720,29.5,86.1
2025-11-15 20:34:22.991239,29.5,85.4
2025-11-15 20:34:24.994144,29.5,84.7
2025-11-15 20:34:26.996620,29.5,84.5
2025-11-15 20:34:28.999584,30.0,63.6
2025-11-15 20:34:31.002128,29.5,63.7
2025-11-15 20:34:33.004807,29.5,62.3
2025-11-15 20:34:35.007661,29.5,84.6
2025-11-15 20:34:37.010345,29.5,75.9
2025-11-15 20:34:39.013004,29.5,63.0
2025-11-15 20:34:41.015583,30.0,84.3
2025-11-15 20:34:43.018410,29.5,75.4
2025-11-15 20:34:45.021218,29.5,63.9
2025-11-15 20:34:47.023962,30.0,84.8
2025-11-15 20:34:49.026630,29.5,62.1
2025-11-15 20:34:51.029335,29.5,85.7
2025-11-15 20:34:53.034316,30.0,86.4
2025-11-15 20:34:55.036808,29.5,85.4
2025-11-15 20:34:57.049524,29.5,74.4
2025-11-15 20:34:59.040163,29.5,74.5
2025-11-15 20:35:01.042892,30.0,85.6
2025-11-15 20:35:03.045578,29.5,86.3
2025-11-15 20:35:05.048057,29.5,85.8
2025-11-15 20:35:07.050825,29.5,84.8
2025-11-15 20:35:09.053437,29.5,62.1
2025-11-15 20:35:11.056209,29.5,85.3
2025-11-15 20:35:13.058926,30.0,63.9
2025-11-15 20:35:15.062279,29.5,86.2
2025-11-15 20:35:17.064381,29.5,75.0
2025-11-15 20:35:19.067201,30.0,62.2
2025-11-15 20:35:21.069708,29.5,74.3
2025-11-15 20:35:23.072451,29.5,74.8
2025-11-15 20:35:25.075122,29.5,63.6
2025-11-15 20:35:27.077922,29.5,63.9
2025-11-15 20:35:29.080517,29.5,76.0
2025-11-15 20:35:31.083221,29.5,75.4
2025-11-15 20:35:33.086116,29.5,62.5
2025-11-15 20:35:35.088655,29.5,84.5
2025-11-15 20:35:37.091278,29.5,84.3
2025-11-15 20:35:39.094080,29.5,84.6
2025-11-15 20:35:41.096739,29.5,85.1
2025-11-15 20:35:43.099458,29.5,85.7
2025-11-15 20:35:45.102074,29.5,76.0
2025-11-15 20:35:47.104803,29.5,86.4
2025-11-15 20:35:49.107544,29.5,75.9
2025-11-15 20:35:51.110247,29.5,75.5
2025-11-15 20:35:53.113036,29.5,75.0
2025-11-15 20:35:55.115657,29.5,74.5
2025-11-15 20:35:57.118315,29.5,84.4
2025-11-15 20:35:59.121073,29.5,62.1
2025-11-15 20:36:01.123903,29.5,62.3
2025-11-15 20:36:03.126465,29.5,74.8
2025-11-15 20:36:05.129291,29.5,85.4
2025-11-15 20:36:07.131838,29.5,85.8
2025-11-15 20:36:09.134592,29.5,86.2
2025-11-15 20:36:11.137429,29.5,64.0
2025-11-15 20:36:13.140126,29.5,86.4
2025-11-15 20:36:15.142728,29.5,86.3
2025-11-15 20:36:17.145413,29.5,85.9
2025-11-15 20:36:19.148145,29.5,85.4
2025-11-15 20:36:21.150832,29.5,74.6
2025-11-15 20:36:23.153569,29.5,62.1
2025-11-15 20:36:25.156424,29.5,84.6
2025-11-15 20:36:27.190168,29.5,85.3
2025-11-15 20:36:29.161636,29.5,86.2
2025-11-15 20:36:31.164477,29.5,64.1
2025-11-15 20:36:33.167017,29.5,63.9
2025-11-15 20:36:35.169836,29.5,85.3
2025-11-15 20:36:37.172776,29.5,62.3
2025-11-15 20:36:39.178064,29.5,84.5
2025-11-15 20:36:41.178429,29.5,62.7
2025-11-15 20:36:43.180878,29.5,86.1
2025-11-15 20:36:45.183284,29.5,76.2
2025-11-15 20:36:47.186072,29.5,63.4
2025-11-15 20:36:49.188782,29.5,84.7
2025-11-15 20:36:51.191470,29.5,74.4
2025-11-15 20:36:53.194065,29.5,85.4
2025-11-15 20:36:55.196766,29.5,64.0
2025-11-15 20:36:57.199550,29.5,86.1
2025-11-15 20:36:59.202188,29.5,84.9
2025-11-15 20:37:01.204959,29.5,84.5
2025-11-15 20:37:03.207675,29.5,85.4
2025-11-15 20:37:05.210338,29.5,86.3
2025-11-15 20:37:07.213303,29.5,86.2
2025-11-15 20:37:09.215832,29.5,63.2
2025-11-15 20:37:11.218452,29.5,74.6
